"checksum" "filename" "filesize" "id" "links.download" "links.self" "name" "url" "local_out"
"1" "b889d9e24abbd1c6cbd603a8bfbb73c5" "real/gold/aging-hsc-old_kowalczyk.rds" "7068624" "c5a16e5f-3d11-4027-abab-b7034fc37b30" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/aging-hsc-old_kowalczyk.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/c5a16e5f-3d11-4027-abab-b7034fc37b30" "zenodo_1443566_real_gold_aging-hsc-old_kowalczyk" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_aging-hsc-old_kowalczyk.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_aging-hsc-old_kowalczyk.rds"
"2" "2ce1033dc76556d0462e1edda3cfd51e" "real/gold/aging-hsc-young_kowalczyk.rds" "3094540" "63cb41a6-57ad-47f8-9b1d-dede9c2de5fa" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/aging-hsc-young_kowalczyk.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/63cb41a6-57ad-47f8-9b1d-dede9c2de5fa" "zenodo_1443566_real_gold_aging-hsc-young_kowalczyk" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_aging-hsc-young_kowalczyk.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_aging-hsc-young_kowalczyk.rds"
"3" "30e891afc4dded9686efffdf274923bc" "real/gold/cellbench-SC1_luyitian.rds" "276076" "161528e1-de72-4a3a-ab86-141e0770f381" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/cellbench-SC1_luyitian.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/161528e1-de72-4a3a-ab86-141e0770f381" "zenodo_1443566_real_gold_cellbench-SC1_luyitian" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_cellbench-SC1_luyitian.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_cellbench-SC1_luyitian.rds"
"4" "f07dd1b7cba30c5505f4bd4983bf9bf0" "real/gold/cellbench-SC2_luyitian.rds" "341256" "f96be182-9476-45cb-98a6-dfae96414891" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/cellbench-SC2_luyitian.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/f96be182-9476-45cb-98a6-dfae96414891" "zenodo_1443566_real_gold_cellbench-SC2_luyitian" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_cellbench-SC2_luyitian.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_cellbench-SC2_luyitian.rds"
"5" "f372602b998a86a0fdbf4b3a38b7d5a3" "real/gold/cellbench-SC3_luyitian.rds" "392076" "80372df7-2187-4ef6-9c9e-fb9253b8a82a" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/cellbench-SC3_luyitian.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/80372df7-2187-4ef6-9c9e-fb9253b8a82a" "zenodo_1443566_real_gold_cellbench-SC3_luyitian" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_cellbench-SC3_luyitian.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_cellbench-SC3_luyitian.rds"
"6" "30409d9462e08c43e7bd24fcb7750eea" "real/gold/cellbench-SC4_luyitian.rds" "491332" "89b3eae8-0fd1-4a86-885f-88ee5d6b674a" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/cellbench-SC4_luyitian.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/89b3eae8-0fd1-4a86-885f-88ee5d6b674a" "zenodo_1443566_real_gold_cellbench-SC4_luyitian" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_cellbench-SC4_luyitian.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_cellbench-SC4_luyitian.rds"
"7" "6ccfc7067c79f5681523f70ca1dad1a6" "real/gold/cell-cycle_buettner.rds" "7184464" "f76eb448-316c-4893-a142-9cd16102be97" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/cell-cycle_buettner.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/f76eb448-316c-4893-a142-9cd16102be97" "zenodo_1443566_real_gold_cell-cycle_buettner" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_cell-cycle_buettner.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_cell-cycle_buettner.rds"
"8" "1601e5efe29927353ae200db0a13fa1b" "real/gold/developing-dendritic-cells_schlitzer.rds" "2158224" "4b52b2c7-9a6b-41fb-a69f-f873c0d3a29b" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/developing-dendritic-cells_schlitzer.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/4b52b2c7-9a6b-41fb-a69f-f873c0d3a29b" "zenodo_1443566_real_gold_developing-dendritic-cells_schlitzer" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_developing-dendritic-cells_schlitzer.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_developing-dendritic-cells_schlitzer.rds"
"9" "ff530a2b5f5e86c48fc88fb1c44df2c5" "real/gold/germline-human-both_guo.rds" "7171704" "9f429e3f-5563-407d-afb9-00fe414c04d4" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/germline-human-both_guo.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/9f429e3f-5563-407d-afb9-00fe414c04d4" "zenodo_1443566_real_gold_germline-human-both_guo" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_germline-human-both_guo.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_germline-human-both_guo.rds"
"10" "b3c42c7c86a27468faea9e072dd6abae" "real/gold/germline-human-female_guo.rds" "2471628" "ac9ccbd9-ed1f-46da-950d-99759d599360" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/germline-human-female_guo.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/ac9ccbd9-ed1f-46da-950d-99759d599360" "zenodo_1443566_real_gold_germline-human-female_guo" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_germline-human-female_guo.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_germline-human-female_guo.rds"
"11" "25e7311faf1a210e93d8596a1bd1794c" "real/gold/germline-human-female-weeks_li.rds" "6560316" "d689728b-4306-4fd8-bf80-a175bc0df011" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/germline-human-female-weeks_li.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/d689728b-4306-4fd8-bf80-a175bc0df011" "zenodo_1443566_real_gold_germline-human-female-weeks_li" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_germline-human-female-weeks_li.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_germline-human-female-weeks_li.rds"
"12" "8d599eeef673ad784945c9e64c876c1e" "real/gold/germline-human-male_guo.rds" "3839548" "0cb7b682-8728-4dfe-8cfc-9454014bb266" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/germline-human-male_guo.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/0cb7b682-8728-4dfe-8cfc-9454014bb266" "zenodo_1443566_real_gold_germline-human-male_guo" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_germline-human-male_guo.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_germline-human-male_guo.rds"
